0	0	0	0	0	0	0	0	0	0	0	2.25048e-314	6.95321e-310
0.0121012	-0.019504	0.00409051	-0.0201457	-0.0173286	0	0	0	0	0	0	2.25048e-314	0.17358
1.19207	-0.00966488	1.62038	0.0132923	0.00720519	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339	25.8924	0.17358
1.35858	0.0155453	2.03772	0.054877	0.0251931	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339	25.8924	5.8477
3.81384	-0.110121	2.52867	-0.110268	-0.0726383	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323	2.21708	5.8477
3.8698	0.0749413	2.51166	0.0103602	-0.0128085	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323	2.21708	4.38785
6.79048	0.377154	2.98552	0.148909	0.0883446	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847	2.25468	4.38785
6.6887	0.415458	2.67299	0.172765	0.107823	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847	2.25468	2.35848
9.1052	0.628934	2.43385	0.12248	0.0111373	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526	0.875561	2.35848
9.0795	0.68854	2.48376	0.1514	0.0292377	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526	0.875561	1.21813
11.5592	1.61537	2.65253	0.423532	0.176973	11.5756	1.6669	11.3468	1.427	2.49328	0.600781	1.375	1.21813
11.5372	1.58795	2.61903	0.412604	0.170577	11.4447	1.42958	11.3468	1.427	2.49328	0.600781	1.375	0.379052
13.6292	2.35692	2.23654	0.43029	0.0839359	13.5921	2.31191	13.827	2.07905	2.5429	0.724947	1.35306	0.379052
13.6645	2.32709	2.43402	0.401384	0.0622641	13.6572	1.99915	13.827	2.07905	2.5429	0.724947	1.35306	1.48217
16.5429	2.92742	2.93812	0.140838	-0.130719	16.6456	2.903	16.3554	2.85243	2.58284	0.844365	4.16523	1.48217
16.4853	2.91072	2.81096	0.144662	-0.128877	16.282	2.84648	16.3554	2.85243	2.58284	0.844365	4.16523	0.77854
19.0356	3.67137	2.66267	0.256133	0.0106057	19.0106	3.70555	18.923	3.74161	2.61382	0.95648	1.12111	0.77854
19.079	3.69099	2.61672	0.264648	0.0184693	19.363	3.87122	18.923	3.74161	2.61382	0.95648	1.12111	1.44323
21.3572	4.70856	2.4977	0.447686	0.117457	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891	0.618983	1.44323
21.4323	4.71761	2.72567	0.434822	0.104339	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891	0.618983	1.20411
24.0512	5.59339	2.78762	0.337721	-0.0153425	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953	0.772195	1.20411
24.1659	5.6294	3.01244	0.32582	-0.0243858	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953	0.772195	3.28554
26.6467	6.94279	2.80715	0.496591	0.0915826	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647	1.02987	3.28554
26.6525	6.93841	2.93899	0.487218	0.0796812	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647	1.02987	0.532296
29.5379	8.09934	3.15102	0.377878	-0.037535	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822	1.09857	0.532296
29.5237	8.0982	3.0871	0.381675	-0.0344908	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822	1.09857	0.0964504
31.9796	9.84479	2.96425	0.646711	0.146173	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358	1.80115	0.0964504
31.9398	9.82447	2.94528	0.642515	0.141538	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358	1.80115	0.811425
34.5866	10.7683	2.69609	0.356153	-0.118105	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617	3.80737	0.811425
34.6893	10.8077	2.90642	0.339572	-0.129256	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617	3.80737	2.70343
37.1702	12.0591	2.78391	0.432173	0.00354692	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209	1.04929	2.70343
37.252	12.0845	2.96927	0.430391	-0.000119202	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209	1.04929	1.57165
40.2687	13.4439	3.38657	0.420188	-0.00863827	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459	1.28719	1.57165
40.1895	13.4229	3.14226	0.429893	0.000374498	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459	1.28719	1.4391
42.7931	14.8285	2.99166	0.50432	0.0455709	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938	0.279958	1.4391
42.7827	14.8255	3.0707	0.501528	0.0410944	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938	0.279958	0.462164
45.3561	16.5377	3.13362	0.621077	0.0887047	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701	0.13857	0.462164
45.4037	16.5531	3.19692	0.616082	0.0847938	45.649	16.5213	45.4265	16.3307	2.64546	1.29701	0.13857	0.672787
48.1651	17.3656	2.72729	0.294991	-0.159043	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832	4.25153	0.672787
48.1418	17.3625	2.73702	0.300267	-0.155005	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832	4.25153	0.283784
50.6209	18.9852	2.87057	0.602219	0.126151	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454	4.29477	0.283784
50.6143	18.9753	2.9211	0.594724	0.117795	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454	4.29477	0.22464
53.6503	19.9358	3.10839	0.257054	-0.156117	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716	4.2248	0.22464
53.6066	19.9057	2.90114	0.253853	-0.162736	53.5277	19.862	53.3577	19.9486	2.59372	1.07716	4.2248	0.738269
56.07	21.0508	2.68993	0.388943	0.0140927	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022	1.93177	0.738269
56.0384	21.0379	2.67399	0.385544	0.0111068	55.867	20.985	55.9669	20.9874	2.56561	0.978022	1.93177	0.426029
58.6436	21.7981	2.75306	0.268136	-0.0658649	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205	0.352881	0.426029
58.6508	21.8032	2.80324	0.269874	-0.0639812	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205	0.352881	0.0522505
60.9253	22.7744	2.47562	0.380193	0.0367248	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	1.27319	0.0522505
60.9136	22.766	2.57383	0.376917	0.033543	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	1.27319	0.667351
63.3723	23.4311	2.57248	0.260273	-0.0554266	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	0.41187	0.667351
63.439	23.4546	2.58996	0.257508	-0.0585909	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	0.41187	2.03092
66.2842	23.9892	2.96089	0.145143	-0.087685	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655	1.04754	2.03092
66.1756	23.9398	2.57789	0.120564	-0.111778	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655	1.04754	3.06966
68.3176	24.3459	2.19721	0.131495	-0.0433891	68.262	24.3582	68.4273	24.4824	2.30293	0.385623	1.22931	3.06966
68.4122	24.379	2.42989	0.149279	-0.0292374	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623	1.22931	2.07208
70.8176	24.8681	2.49845	0.200536	0.0178621	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395	0.159318	2.07208
70.7759	24.8538	2.34847	0.193229	0.0110937	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395	0.159318	0.444272
72.9225	24.7655	2.1099	-0.0451836	-0.132605	72.8923	24.7135	72.9675	25.025	2.13584	0.150292	1.5587	0.444272
72.9682	24.7847	2.20609	-0.0365895	-0.124872	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	1.5587	0.541701
75.0092	25.2001	2.05739	0.162735	0.0590037	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	1.87636	0.541701
75.0013	25.1969	2.05378	0.160815	0.0578336	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626	1.87636	0.0261753
77.1125	24.9884	2.08097	-0.105609	-0.123848	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978	1.73903	0.0261753
77.1111	24.9784	1.94971	-0.123235	-0.143745	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978	1.73903	0.608425
